lead_id,created_date,lead_source,industry,company_size,region,lead_status
LD-1885,2026-05-11,Paid Ads,Professional Services,11-50,North America,New
LD-1886,2025-05-12,Paid Ads,SaaS,1-10,North America,Disqualified
LD-1887,2025-06-24,Organic Search,Professional Services,11-50,North America,Qualified
LD-1888,2025-04-28,Organic Search,Manufacturing,1-10,North America,Qualified
LD-1889,2025-04-06,Event,Professional Services,201-1000,EMEA,New
LD-1890,2026-04-15,Paid Ads,SaaS,1-10,EMEA,Disqualified
LD-1891,2024-12-27,Organic Search,SaaS,1000+,EMEA,Contacted
LD-1892,2026-05-01,Outbound SDR,E-Commerce,51-200,APAC,Contacted
LD-1893,2025-09-18,Referral,HealthTech,11-50,North America,New
LD-1894,2026-05-02,Organic Search,HealthTech,201-1000,North America,Disqualified
LD-1895,2025-08-21,Paid Ads,Professional Services,1-10,North America,Contacted
LD-1896,2026-01-18,Organic Search,E-Commerce,51-200,EMEA,Qualified
LD-1897,2025-05-24,Outbound SDR,FinTech,1-10,EMEA,Qualified
LD-1898,2025-05-04,Paid Ads,FinTech,201-1000,North America,Qualified
LD-1899,2024-12-05,Organic Search,SaaS,51-200,LATAM,Qualified
LD-1900,2024-11-01,Organic Search,SaaS,1-10,North America,Disqualified
LD-1901,2024-06-28,Referral,SaaS,201-1000,North America,New
LD-1902,2025-03-07,Organic Search,Manufacturing,1-10,EMEA,New
LD-1903,2026-05-22,Event,E-Commerce,1-10,LATAM,Qualified
LD-1904,2026-04-16,Organic Search,HealthTech,201-1000,EMEA,Contacted
LD-1905,2025-10-17,Outbound SDR,FinTech,11-50,LATAM,Qualified
LD-1906,2025-02-21,Paid Ads,E-Commerce,201-1000,North America,Qualified
LD-1907,2025-06-15,Paid Ads,Manufacturing,51-200,EMEA,Contacted
LD-1908,2025-12-04,Organic Search,Professional Services,51-200,APAC,Qualified
LD-1909,2024-06-02,Event,HealthTech,11-50,EMEA,Contacted
LD-1910,2026-04-04,Event,Manufacturing,1-10,North America,Disqualified
LD-1911,2026-02-25,Organic Search,HealthTech,1000+,LATAM,New
LD-1912,2026-05-09,Organic Search,HealthTech,1-10,North America,Qualified
LD-1913,2024-08-08,Event,Manufacturing,51-200,North America,Disqualified
LD-1914,2026-04-22,Referral,FinTech,11-50,APAC,New
LD-1915,2025-08-22,Organic Search,FinTech,11-50,APAC,Contacted
LD-1916,2025-07-10,Organic Search,FinTech,51-200,LATAM,Contacted
LD-1917,2024-10-09,Outbound SDR,HealthTech,201-1000,APAC,Contacted
LD-1918,2025-05-25,Outbound SDR,HealthTech,51-200,North America,Contacted
LD-1919,2025-02-20,Referral,E-Commerce,201-1000,LATAM,New
LD-1920,2026-05-21,Partner,FinTech,11-50,North America,Disqualified
LD-1921,2025-02-03,Referral,SaaS,11-50,EMEA,New
LD-1922,2024-11-07,Paid Ads,Manufacturing,1-10,North America,Contacted
LD-1923,2026-04-21,Referral,FinTech,51-200,APAC,Qualified
LD-1924,2024-10-15,Paid Ads,Professional Services,11-50,EMEA,New
LD-1925,2026-03-22,Organic Search,SaaS,51-200,APAC,New
LD-1926,2026-05-04,Organic Search,HealthTech,1-10,North America,Disqualified
LD-1927,2025-01-11,Paid Ads,HealthTech,201-1000,North America,Qualified
LD-1928,2025-10-16,Outbound SDR,Manufacturing,201-1000,North America,New
LD-1929,2026-01-02,Organic Search,SaaS,201-1000,North America,Qualified
LD-1930,2025-06-26,Paid Ads,Professional Services,1-10,EMEA,Contacted
LD-1931,2025-10-22,Outbound SDR,HealthTech,1000+,North America,New
LD-1932,2024-09-05,Outbound SDR,E-Commerce,11-50,EMEA,Qualified
LD-1933,2025-06-12,Outbound SDR,HealthTech,11-50,North America,Contacted
LD-1934,2025-06-10,Event,SaaS,11-50,North America,New
LD-1935,2025-07-18,Outbound SDR,HealthTech,11-50,EMEA,Disqualified
LD-1936,2026-04-20,Organic Search,SaaS,51-200,North America,Contacted
LD-1937,2026-01-23,Referral,FinTech,11-50,North America,Contacted
LD-1938,2025-08-14,Outbound SDR,E-Commerce,11-50,North America,New
LD-1939,2025-03-22,Paid Ads,HealthTech,51-200,North America,Qualified
LD-1940,2025-03-22,Organic Search,SaaS,201-1000,EMEA,Qualified
LD-1941,2024-06-15,Organic Search,SaaS,51-200,North America,Disqualified
LD-1942,2025-07-07,Paid Ads,SaaS,51-200,North America,New
LD-1943,2024-12-02,Paid Ads,SaaS,1-10,EMEA,Qualified
LD-1944,2026-03-08,Organic Search,E-Commerce,201-1000,EMEA,Contacted
LD-1945,2025-12-16,Event,SaaS,1-10,EMEA,Contacted
LD-1946,2026-03-28,Partner,Professional Services,11-50,North America,New
LD-1947,2026-05-27,Organic Search,SaaS,1-10,LATAM,Qualified
LD-1948,2025-03-19,Partner,SaaS,51-200,North America,New
LD-1949,2025-04-09,Organic Search,Professional Services,11-50,North America,Qualified
LD-1950,2025-08-18,Partner,FinTech,51-200,APAC,Contacted
LD-1951,2025-04-10,Partner,FinTech,11-50,EMEA,New
LD-1952,2024-12-21,Organic Search,Professional Services,11-50,EMEA,Disqualified
LD-1953,2025-10-29,Outbound SDR,Professional Services,11-50,APAC,Qualified
LD-1954,2025-04-25,Partner,E-Commerce,1-10,North America,Contacted
LD-1955,2026-04-18,Event,SaaS,11-50,APAC,Qualified
LD-1956,2024-11-08,Partner,E-Commerce,51-200,EMEA,Contacted
LD-1957,2025-04-20,Referral,Professional Services,51-200,North America,Qualified
LD-1958,2025-06-23,Organic Search,Professional Services,1-10,North America,New
LD-1959,2026-03-24,Event,SaaS,51-200,North America,Contacted
LD-1960,2025-07-27,Outbound SDR,FinTech,11-50,LATAM,Contacted
LD-1961,2024-07-21,Outbound SDR,FinTech,1-10,North America,Contacted
LD-1962,2025-02-02,Paid Ads,SaaS,1-10,North America,Contacted
LD-1963,2026-03-08,Referral,E-Commerce,11-50,EMEA,New
LD-1964,2024-12-16,Organic Search,SaaS,11-50,EMEA,Disqualified
LD-1965,2025-02-04,Outbound SDR,FinTech,51-200,North America,New
LD-1966,2024-09-19,Organic Search,SaaS,11-50,APAC,New
LD-1967,2025-11-07,Outbound SDR,HealthTech,51-200,EMEA,Contacted
LD-1968,2024-09-10,Event,SaaS,11-50,APAC,Qualified
LD-1969,2025-02-24,Referral,FinTech,51-200,North America,New
LD-1970,2025-11-01,Referral,SaaS,201-1000,North America,Contacted
LD-1971,2026-03-15,Paid Ads,Professional Services,11-50,EMEA,Qualified
LD-1972,2024-11-09,Partner,SaaS,1-10,North America,New
LD-1973,2025-01-29,Outbound SDR,HealthTech,51-200,EMEA,Disqualified
LD-1974,2024-08-26,Paid Ads,SaaS,1000+,North America,Contacted
LD-1975,2025-04-16,Organic Search,SaaS,1000+,APAC,Qualified
LD-1976,2026-05-30,Organic Search,SaaS,11-50,APAC,New
LD-1977,2025-01-08,Referral,SaaS,51-200,APAC,Qualified
LD-1978,2024-12-07,Partner,SaaS,11-50,LATAM,Disqualified
LD-1979,2025-03-19,Outbound SDR,HealthTech,1-10,APAC,New
LD-1980,2026-03-16,Organic Search,E-Commerce,51-200,North America,New
LD-1981,2025-07-04,Event,SaaS,11-50,North America,Contacted
LD-1982,2025-08-19,Paid Ads,HealthTech,51-200,APAC,New
LD-1983,2025-12-22,Event,E-Commerce,201-1000,LATAM,Disqualified
LD-1984,2025-11-04,Paid Ads,SaaS,11-50,LATAM,Qualified
LD-1985,2025-08-11,Outbound SDR,FinTech,51-200,APAC,Qualified
LD-1986,2025-07-14,Partner,SaaS,11-50,North America,Disqualified
LD-1987,2025-06-24,Paid Ads,SaaS,1-10,LATAM,Qualified
LD-1988,2024-10-10,Outbound SDR,HealthTech,11-50,LATAM,Qualified
LD-1989,2025-03-30,Partner,Professional Services,1000+,EMEA,Contacted
LD-1990,2026-02-08,Organic Search,Professional Services,11-50,APAC,Contacted
LD-1991,2024-06-29,Organic Search,Professional Services,1-10,EMEA,Contacted
LD-1992,2026-01-25,Outbound SDR,FinTech,51-200,LATAM,Contacted
LD-1993,2025-07-18,Paid Ads,SaaS,1000+,North America,Contacted
LD-1994,2025-02-10,Organic Search,FinTech,201-1000,APAC,New
LD-1995,2024-08-23,Referral,SaaS,51-200,North America,Contacted
LD-1996,2025-12-09,Outbound SDR,SaaS,11-50,North America,Contacted
LD-1997,2024-06-01,Paid Ads,SaaS,51-200,North America,Contacted
LD-1998,2025-07-01,Paid Ads,HealthTech,201-1000,EMEA,New
LD-1999,2024-09-27,Event,FinTech,201-1000,North America,Contacted
LD-2000,2026-03-25,Referral,SaaS,201-1000,LATAM,Contacted
LD-1861,2024-09-11,Referral,HealthTech,51-200,EMEA,New
LD-0354,2024-08-04,Referral,HealthTech,1-10,North America,New
LD-1334,2025-01-02,Partner,SaaS,1-10,EMEA,Qualified
LD-0906,2025-12-28,Outbound SDR,E-Commerce,51-200,APAC,New
LD-1290,2025-09-08,Referral,FinTech,51-200,North America,New
LD-1274,2026-05-08,Referral,E-Commerce,201-1000,North America,Qualified
LD-0939,2025-10-15,Event,SaaS,51-200,North America,Contacted
LD-1732,2024-12-13,Organic Search,Professional Services,201-1000,North America,Contacted
LD-0066,2025-11-12,Referral,Professional Services,201-1000,APAC,New
LD-1324,2025-10-25,Outbound SDR,Manufacturing,1-10,LATAM,Qualified
LD-0057,2026-02-01,Paid Ads,Professional Services,11-50,North America,Contacted
LD-1293,2026-03-22,Referral,HealthTech,201-1000,APAC,Qualified
LD-1119,2024-09-13,Paid Ads,SaaS,1-10,North America,Qualified
LD-0585,2025-07-04,Event,SaaS,51-200,EMEA,Disqualified
LD-0375,2026-05-22,Organic Search,FinTech,51-200,North America,Qualified
LD-0276,2025-10-10,Paid Ads,SaaS,1-10,EMEA,Contacted
LD-0747,2024-07-10,Paid Ads,SaaS,11-50,EMEA,Qualified
LD-0129,2024-12-23,Organic Search,SaaS,201-1000,EMEA,Qualified
LD-1647,2025-08-01,Paid Ads,FinTech,51-200,North America,Contacted
LD-1853,2025-03-06,Referral,FinTech,1-10,EMEA,Contacted
LD-0675,2025-09-30,Referral,E-Commerce,51-200,EMEA,New
LD-1665,2024-09-10,Event,SaaS,1-10,North America,New
LD-1982,2025-08-19,Paid Ads,HealthTech,51-200,APAC,New
LD-1084,2025-05-12,Event,Manufacturing,1-10,North America,New
LD-1923,2026-04-21,Referral,FinTech,51-200,APAC,Qualified
LD-0100,2025-10-28,Partner,SaaS,201-1000,North America,Disqualified
LD-1180,2025-07-24,Organic Search,HealthTech,51-200,North America,New
LD-0965,2025-03-18,Partner,SaaS,11-50,North America,Contacted
LD-0793,2024-10-21,Paid Ads,E-Commerce,11-50,EMEA,Contacted
LD-0030,2026-04-13,Outbound SDR,E-Commerce,201-1000,North America,Qualified
LD-0629,2024-11-30,Referral,FinTech,1-10,North America,Contacted
LD-0945,2024-06-09,Paid Ads,FinTech,51-200,North America,Qualified
LD-0573,2025-01-28,Referral,Manufacturing,1-10,EMEA,Qualified
LD-0908,2024-10-23,Organic Search,SaaS,1-10,APAC,Qualified
LD-1081,2025-06-16,Paid Ads,SaaS,1-10,APAC,Contacted
LD-0451,2025-04-22,Organic Search,E-Commerce,201-1000,North America,Disqualified
LD-1610,2025-07-07,Paid Ads,SaaS,51-200,APAC,Contacted
LD-1291,2024-10-16,Referral,FinTech,11-50,North America,Contacted
LD-1079,2025-03-21,Outbound SDR,E-Commerce,11-50,North America,New
LD-0255,2024-08-25,Organic Search,Professional Services,201-1000,APAC,Qualified
LD-0125,2026-04-25,Organic Search,FinTech,1000+,North America,Disqualified
LD-1928,2025-10-16,Outbound SDR,Manufacturing,201-1000,North America,New
LD-0252,2025-01-07,Event,Manufacturing,1-10,North America,New
LD-0586,2026-02-07,Outbound SDR,HealthTech,51-200,North America,Contacted
LD-1569,2026-04-10,Referral,Manufacturing,1-10,APAC,New
LD-0825,2024-09-27,Event,Professional Services,11-50,EMEA,Disqualified
LD-0508,2025-01-17,Event,Professional Services,1-10,North America,New
LD-0890,2025-07-03,Outbound SDR,SaaS,1000+,EMEA,New
LD-0071,2025-06-26,Organic Search,Manufacturing,11-50,APAC,Contacted
LD-1609,2025-03-24,Paid Ads,SaaS,11-50,North America,Disqualified
LD-1533,2025-07-20,Referral,HealthTech,11-50,North America,Disqualified
LD-0248,2024-09-01,Paid Ads,E-Commerce,1-10,LATAM,New
LD-1451,2025-09-27,Event,E-Commerce,1-10,North America,Disqualified
LD-0213,2025-12-13,Organic Search,Professional Services,11-50,North America,Qualified
LD-0910,2025-02-27,Paid Ads,HealthTech,1-10,North America,New
LD-1742,2025-04-28,Organic Search,SaaS,51-200,North America,Contacted
LD-1245,2025-08-08,Paid Ads,SaaS,11-50,EMEA,Contacted
LD-1697,2025-12-11,Organic Search,FinTech,1-10,North America,Contacted
LD-1183,2024-10-15,Organic Search,HealthTech,1-10,EMEA,Contacted
LD-0362,2026-02-27,Organic Search,SaaS,51-200,EMEA,Disqualified
LD-1474,2025-02-19,Referral,FinTech,1-10,EMEA,New
LD-0679,2024-12-13,Organic Search,Manufacturing,1-10,North America,Qualified
LD-1622,2025-03-11,Referral,SaaS,11-50,APAC,Qualified
LD-1090,2024-11-25,Paid Ads,Professional Services,11-50,North America,Contacted
LD-1988,2024-10-10,Outbound SDR,HealthTech,11-50,LATAM,Qualified
LD-1848,2025-02-24,Outbound SDR,E-Commerce,1-10,North America,Contacted
LD-0988,2025-04-16,Organic Search,HealthTech,1-10,North America,Disqualified
LD-1513,2025-07-08,Outbound SDR,Professional Services,11-50,North America,New
LD-0112,2024-10-05,Organic Search,HealthTech,201-1000,North America,New
LD-1488,2026-01-18,Referral,Manufacturing,1-10,North America,Contacted
LD-1454,2025-11-07,Partner,SaaS,1-10,EMEA,Qualified
LD-0384,2024-08-26,Referral,SaaS,11-50,APAC,Contacted
LD-1396,2025-08-15,Organic Search,Professional Services,11-50,APAC,Qualified
LD-1055,2026-03-18,Paid Ads,E-Commerce,201-1000,North America,Qualified
LD-0756,2024-12-03,Organic Search,Manufacturing,51-200,North America,New
LD-0325,2025-02-14,Event,SaaS,1-10,EMEA,Disqualified
LD-1624,2025-08-01,Organic Search,Manufacturing,51-200,North America,Qualified
LD-0788,2025-07-19,Paid Ads,HealthTech,51-200,EMEA,Qualified
LD-0369,2025-03-01,Paid Ads,FinTech,1-10,EMEA,Contacted
LD-1820,2026-04-09,Outbound SDR,Manufacturing,11-50,North America,Disqualified
LD-0070,2026-05-30,Paid Ads,HealthTech,1-10,North America,Disqualified
LD-0858,2025-04-07,Event,FinTech,51-200,North America,Disqualified
LD-1484,2025-12-28,Organic Search,HealthTech,11-50,APAC,Qualified
LD-1556,2025-05-14,Outbound SDR,Manufacturing,201-1000,APAC,New
LD-1692,2026-03-23,Event,E-Commerce,1-10,North America,New
LD-1475,2026-02-24,Referral,HealthTech,51-200,North America,Contacted
LD-1799,2026-04-22,Referral,FinTech,51-200,North America,New
LD-0479,2025-10-31,Outbound SDR,FinTech,201-1000,North America,Contacted
LD-0282,2024-06-06,Organic Search,SaaS,11-50,North America,Qualified
LD-1648,2025-04-10,Outbound SDR,FinTech,1-10,North America,Contacted
LD-1557,2025-03-17,Partner,HealthTech,11-50,North America,Contacted
LD-1730,2025-07-03,Paid Ads,Manufacturing,11-50,North America,Disqualified
LD-0211,2024-08-09,Outbound SDR,Professional Services,51-200,North America,Contacted
LD-0298,2025-04-01,Event,SaaS,51-200,EMEA,New
LD-1885,2026-05-11,Paid Ads,Professional Services,11-50,North America,New
LD-1834,2025-04-08,Organic Search,HealthTech,51-200,EMEA,Qualified
LD-0652,2024-06-03,Event,FinTech,201-1000,LATAM,Disqualified
LD-1234,2025-01-07,Outbound SDR,SaaS,11-50,North America,Disqualified
LD-1503,2024-11-23,Paid Ads,SaaS,1-10,North America,Qualified
LD-1932,2024-09-05,Outbound SDR,E-Commerce,11-50,EMEA,Qualified
